cycle,state,district,winner_party
1998,FL,04,R
1998,FL,05,D
1998,FL,06,R
1998,FL,07,R
1998,FL,08,R
1998,FL,09,R
1998,FL,10,R
1998,FL,11,D
1998,FL,12,R
1998,FL,13,R
1998,FL,14,R
1998,FL,15,R
1998,FL,16,R
1998,FL,17,D
1998,FL,18,R
1998,FL,19,D
1998,FL,20,D
1998,FL,21,R
1998,FL,22,R
1998,FL,23,D
1998,GA,01,R
1998,GA,02,D
1998,GA,03,R
1998,GA,04,D
1998,GA,05,D
1998,GA,06,R
1998,GA,07,R
1998,GA,08,R
1998,GA,09,R
1998,GA,10,R
1998,GA,11,R
1998,HI,01,D
1998,HI,02,D
1998,IA,01,R
1998,IA,02,R
1998,IA,03,D
1998,IA,04,R
1998,IA,05,R
1998,ID,01,R
1998,ID,02,R
1998,IL,01,D
1998,IL,02,D
1998,IL,03,D
1998,IL,04,D
1998,IL,05,D
1998,IL,06,R
1998,IL,07,D
1998,IL,08,R
1998,IL,09,D
1998,IL,10,R
1998,IL,11,R
1998,IL,12,D
1998,IL,13,R
1998,IL,14,R
1998,IL,15,R
1998,IL,16,R
1998,IL,17,D
1998,IL,18,R
1998,IL,19,D
1998,IL,20,R
1998,IN,01,D
1998,IN,02,R
1998,IN,03,D
1998,IN,04,R
1998,IN,05,R
1998,IN,06,R
1998,IN,07,R
1998,IN,08,R
1998,IN,09,D
1998,IN,10,D
1998,KS,01,R
1998,KS,02,R
1998,KS,03,D
1998,KS,04,R
1998,KY,01,R
1998,KY,02,R
1998,KY,03,R
1998,KY,04,D
1998,KY,05,R
1998,KY,06,R
1998,LA,01,R
1998,LA,02,D
1998,LA,03,R
1998,LA,04,R
1998,LA,05,R
1998,LA,06,R
1998,LA,07,D
1998,MA,01,D
1998,MA,02,D
1998,MA,03,D
1998,MA,04,D
1998,MA,05,D
1998,MA,06,D
1998,MA,07,D
1998,MA,08,D
1998,MA,09,D
1998,MA,10,D
1998,MD,01,R
1998,MD,02,R
1998,MD,03,D
1998,MD,04,D
1998,MD,05,D
1998,MD,06,R
1998,MD,07,D
1998,MD,08,R
1998,ME,01,D
1998,ME,02,D
1998,MI,01,D
1998,MI,02,R
1998,MI,03,R
1998,MI,04,R
1998,MI,05,D
1998,MI,06,R
1998,MI,07,R
1998,MI,08,D
1998,MI,09,D
1998,MI,10,D
1998,MI,11,R
1998,MI,12,D
1998,MI,13,D
1998,MI,14,D
1998,MI,15,D
1998,MI,16,D
1998,MN,01,R
1998,MN,02,D
1998,MN,03,R
1998,MN,04,D
1998,MN,05,D
1998,MN,06,D
1998,MN,07,D
1998,MN,08,D
1998,MO,01,D
1998,MO,02,R
1998,MO,03,D
1998,MO,04,D
1998,MO,05,D
1998,MO,06,D
1998,MO,07,R
1998,MO,08,R
1998,MO,09,R
1998,MS,01,R
1998,MS,02,D
1998,MS,03,R
1998,MS,04,D
1998,MS,05,D
1998,MT,01,R
1998,NC,01,D
1998,NC,02,D
1998,NC,03,R
1998,NC,04,D
1998,NC,05,R
1998,NC,06,R
1998,NC,07,D
1998,NC,08,R
1998,NC,09,R
1998,NC,10,R
1998,NC,11,R
1998,NC,12,D
1998,ND,01,D
1998,NE,01,R
1998,NE,02,R
1998,NE,03,R
1998,NH,01,R
1998,NH,02,R
1998,NJ,01,D
1998,NJ,02,R
1998,NJ,03,R
1998,NJ,04,R
1998,NJ,05,R
1998,NJ,06,D
1998,NJ,07,R
1998,NJ,08,D
1998,NJ,09,D
1998,NJ,10,D
1998,NJ,11,R
1998,NJ,12,D
1998,NJ,13,D
1998,NM,01,R
1998,NM,02,R
1998,NM,03,D
1998,NV,01,D
1998,NV,02,R
1998,NY,01,R
1998,NY,02,R
1998,NY,03,R
1998,NY,04,D
1998,NY,05,D
1998,NY,06,D
1998,NY,07,D
1998,NY,08,D
1998,NY,09,D
1998,NY,10,D
1998,NY,11,D
1998,NY,12,D
1998,NY,13,R
1998,NY,14,D
1998,NY,15,D
1998,NY,16,D
1998,NY,17,D
1998,NY,18,D
1998,NY,19,R
1998,NY,20,R
1998,NY,21,D
1998,NY,22,R
1998,NY,23,R
1998,NY,24,R
1998,NY,25,R
1998,NY,26,D
1998,NY,27,R
1998,NY,28,D
1998,NY,29,D
1998,NY,30,R
1998,NY,31,R
1998,OH,01,R
1998,OH,02,R
1998,OH,03,D
1998,OH,04,R
1998,OH,05,R
1998,OH,06,D
1998,OH,07,R
1998,OH,08,R
1998,OH,09,D
1998,OH,10,D
1998,OH,11,D
1998,OH,12,R
1998,OH,13,D
1998,OH,14,D
1998,OH,15,R
1998,OH,16,R
1998,OH,17,D
1998,OH,18,R
1998,OH,19,R
1998,OK,01,R
1998,OK,02,R
1998,OK,03,R
1998,OK,04,R
1998,OK,05,R
1998,OK,06,R
1998,OR,01,D
1998,OR,02,R
1998,OR,03,D
1998,OR,04,D
1998,OR,05,D
1998,PA,01,D
1998,PA,02,D
1998,PA,03,D
1998,PA,04,D
1998,PA,05,R
1998,PA,06,D
1998,PA,07,R
1998,PA,08,R
1998,PA,09,R
1998,PA,10,R
1998,PA,11,D
1998,PA,12,D
1998,PA,13,D
1998,PA,14,D
1998,PA,15,R
1998,PA,16,R
1998,PA,17,R
1998,PA,18,D
1998,PA,19,R
1998,PA,20,D
1998,PA,21,R
1998,RI,01,D
1998,RI,02,D
1998,SC,01,R
1998,SC,02,R
1998,SC,03,R
1998,SC,04,R
1998,SC,05,D
1998,SC,06,D
1998,SD,01,R
1998,TN,01,R
1998,TN,02,R
1998,TN,03,R
1998,TN,04,R
1998,TN,05,D
1998,TN,06,D
1998,TN,07,R
1998,TN,08,D
1998,TN,09,D
1998,TX,01,D
1998,TX,02,D
1998,TX,03,R
1998,TX,04,D
1998,TX,05,R
1998,TX,06,R
1998,TX,07,R
1998,TX,08,R
1998,TX,09,D
1998,TX,10,D
1998,TX,11,D
1998,TX,12,R
1998,TX,13,R
1998,TX,14,R
1998,TX,15,D
1998,TX,16,D
1998,TX,17,D
1998,TX,18,D
1998,TX,19,R
1998,TX,20,D
1998,TX,21,R
1998,TX,22,R
1998,TX,23,R
1998,TX,24,D
1998,TX,25,D
1998,TX,26,R
1998,TX,27,D
1998,TX,28,D
1998,TX,29,D
1998,TX,30,D
1998,UT,01,R
1998,UT,02,R
1998,UT,03,R
1998,VA,01,R
1998,VA,02,D
1998,VA,03,D
1998,VA,04,D
1998,VA,05,D
1998,VA,06,R
1998,VA,07,R
1998,VA,08,D
1998,VA,09,D
1998,VA,10,R
1998,VA,11,R
1998,VT,01,D
1998,WA,01,D
1998,WA,02,R
1998,WA,03,D
1998,WA,04,R
1998,WA,05,R
1998,WA,06,D
1998,WA,07,D
1998,WA,08,R
1998,WA,09,D
1998,WI,01,R
1998,WI,02,D
1998,WI,03,D
1998,WI,04,D
1998,WI,05,D
1998,WI,06,R
1998,WI,07,D
1998,WI,08,R
1998,WI,09,R
1998,WV,01,D
1998,WV,02,D
1998,WV,03,D
1998,WY,01,R
2000,AK,01,R
2000,AL,01,R
2000,AL,02,R
2000,AL,03,R
2000,AL,04,R
2000,AL,05,D
2000,AL,06,R
2000,AL,07,D
2000,AR,01,D
2000,AR,02,D
2000,AR,03,R
2000,AR,04,D
2000,AZ,01,R
2000,AZ,02,D
2000,AZ,03,R
2000,AZ,04,R
2000,AZ,05,R
2000,AZ,06,R
2000,CA,01,D
2000,CA,02,R
2000,CA,03,R
2000,CA,04,R
2000,CA,05,D
2000,CA,06,D
2000,CA,07,D
2000,CA,08,D
2000,CA,09,D
2000,CA,10,D
2000,CA,11,R
2000,CA,12,D
2000,CA,13,D
2000,CA,14,D
2000,CA,15,D
2000,CA,16,D
2000,CA,17,D
2000,CA,18,D
2000,CA,19,R
2000,CA,20,D
2000,CA,21,R
2000,CA,22,D
2000,CA,23,R
2000,CA,24,D
2000,CA,25,R
2000,CA,26,D
2000,CA,27,D
2000,CA,28,R
2000,CA,29,D
2000,CA,30,D
2000,CA,31,D
2000,CA,32,D
2000,CA,33,D
2000,CA,34,D
2000,CA,35,D
2000,CA,36,D
2000,CA,37,D
2000,CA,38,R
2000,CA,39,R
2000,CA,40,R
2000,CA,41,R
2000,CA,42,D
2000,CA,43,R
2000,CA,44,R
2000,CA,45,R
2000,CA,46,D
2000,CA,47,R
2000,CA,48,R
2000,CA,49,D
2000,CA,50,D
2000,CA,51,R
2000,CA,52,R
2000,CO,01,D
2000,CO,02,D
2000,CO,03,R
2000,CO,04,R
2000,CO,05,R
2000,CO,06,R
2000,CT,01,D
2000,CT,02,R
2000,CT,03,D
2000,CT,04,R
2000,CT,05,D
2000,CT,06,R
2000,DE,01,R
2000,FL,01,R
2000,FL,02,D
2000,FL,03,D
2000,FL,04,R
2000,FL,05,D
2000,FL,06,R
2000,FL,07,R
2000,FL,08,R
2000,FL,09,R
2000,FL,10,R
2000,FL,11,D
2000,FL,12,R
2000,FL,13,R
2000,FL,14,R
2000,FL,15,R
2000,FL,16,R
2000,FL,17,D
2000,FL,18,R
2000,FL,19,D
2000,FL,20,D
2000,FL,21,R
2000,FL,22,R
2000,FL,23,D
2000,GA,01,R
2000,GA,02,D
2000,GA,03,R
2000,GA,04,D
2000,GA,05,D
2000,GA,06,R
2000,GA,07,R
2000,GA,08,R
2000,GA,09,R
2000,GA,10,R
2000,GA,11,R
2000,HI,01,D
2000,HI,02,D
2000,IA,01,R
2000,IA,02,R
2000,IA,03,D
2000,IA,04,R
2000,IA,05,R
2000,ID,01,R
2000,ID,02,R
2000,IL,01,D
2000,IL,02,D
2000,IL,03,D
2000,IL,04,D
2000,IL,05,D
2000,IL,06,R
2000,IL,07,D
2000,IL,08,R
2000,IL,09,D
2000,IL,10,R
2000,IL,11,R
2000,IL,12,D
2000,IL,13,R
2000,IL,14,R
2000,IL,15,R
2000,IL,16,R
2000,IL,17,D
2000,IL,18,R
2000,IL,19,D
2000,IL,20,R
2000,IN,01,D
2000,IN,02,R
2000,IN,03,D
2000,IN,04,R
2000,IN,05,R
2000,IN,06,R
2000,IN,07,R
2000,IN,08,R
2000,IN,09,D
2000,IN,10,D
2000,KS,01,R
2000,KS,02,R
2000,KS,03,D
2000,KS,04,R
2000,KY,01,R
2000,KY,02,R
2000,KY,03,R
2000,KY,04,D
2000,KY,05,R
2000,KY,06,R
2000,LA,01,R
2000,LA,02,D
2000,LA,03,R
2000,LA,04,R
2000,LA,05,R
2000,LA,06,R
2000,LA,07,D
2000,MA,01,D
2000,MA,02,D
2000,MA,03,D
2000,MA,04,D
2000,MA,05,D
2000,MA,06,D
2000,MA,07,D
2000,MA,08,D
2000,MA,09,D
2000,MA,10,D
2000,MD,01,R
2000,MD,02,R
2000,MD,03,D
2000,MD,04,D
2000,MD,05,D
2000,MD,06,R
2000,MD,07,D
2000,MD,08,R
2000,ME,01,D
2000,ME,02,D
2000,MI,01,D
2000,MI,02,R
2000,MI,03,R
2000,MI,04,R
2000,MI,05,D
2000,MI,06,R
2000,MI,07,R
2000,MI,08,R
2000,MI,09,D
2000,MI,10,D
2000,MI,11,R
2000,MI,12,D
2000,MI,13,D
2000,MI,14,D
2000,MI,15,D
2000,MI,16,D
2000,MN,01,R
2000,MN,02,R
2000,MN,03,R
2000,MN,04,D
2000,MN,05,D
2000,MN,06,D
2000,MN,07,D
2000,MN,08,D
2000,MO,01,D
2000,MO,02,R
2000,MO,03,D
2000,MO,04,D
2000,MO,05,D
2000,MO,06,R
2000,MO,07,R
2000,MO,08,R
2000,MO,09,R
2000,MS,01,R
2000,MS,02,D
2000,MS,03,R
2000,MS,04,D
2000,MS,05,D
2000,MT,01,R
2000,NC,01,D
2000,NC,02,D
2000,NC,03,R
2000,NC,04,D
2000,NC,05,R
2000,NC,06,R
2000,NC,07,D
2000,NC,08,R
2000,NC,09,R
2000,NC,10,R
2000,NC,11,R
2000,NC,12,D
2000,ND,01,D
2000,NE,01,R
2000,NE,02,R
2000,NE,03,R
2000,NH,01,R
2000,NH,02,R
2000,NJ,01,D
2000,NJ,02,R
2000,NJ,03,R
2000,NJ,04,R
2000,NJ,05,R
2000,NJ,06,D
2000,NJ,07,R
2000,NJ,08,D
2000,NJ,09,D
2000,NJ,10,D
2000,NJ,11,R
2000,NJ,12,D
2000,NJ,13,D
2000,NM,01,R
2000,NM,02,R
2000,NM,03,D
2000,NV,01,D
2000,NV,02,R
2000,NY,01,R
2000,NY,02,D
2000,NY,03,R
2000,NY,04,D
2000,NY,05,D
2000,NY,06,D
2000,NY,07,D
2000,NY,08,D
2000,NY,09,D
2000,NY,10,D
2000,NY,11,D
2000,NY,12,D
2000,NY,13,R
2000,NY,14,D
2000,NY,15,D
2000,NY,16,D
2000,NY,17,D
2000,NY,18,D
2000,NY,19,R
2000,NY,20,R
2000,NY,21,D
2000,NY,22,R
2000,NY,23,R
2000,NY,24,R
2000,NY,25,R
2000,NY,26,D
2000,NY,27,R
2000,NY,28,D
2000,NY,29,D
2000,NY,30,R
2000,NY,31,R
2000,OH,01,R
2000,OH,02,R
2000,OH,03,D
2000,OH,04,R
2000,OH,05,R
2000,OH,06,D
2000,OH,07,R
2000,OH,08,R
2000,OH,09,D
2000,OH,10,D
2000,OH,11,D
2000,OH,12,R
2000,OH,13,D
2000,OH,14,D
2000,OH,15,R
2000,OH,16,R
2000,OH,17,D
2000,OH,18,R
2000,OH,19,R
2000,OK,01,R
2000,OK,02,D
2000,OK,03,R
2000,OK,04,R
2000,OK,05,R
2000,OK,06,R
2000,OR,01,D
2000,OR,02,R
2000,OR,03,D
2000,OR,04,D
2000,OR,05,D
2000,PA,01,D
2000,PA,02,D
2000,PA,03,D
2000,PA,04,R
2000,PA,05,R
2000,PA,06,D
2000,PA,07,R
2000,PA,08,R
2000,PA,09,R
2000,PA,10,R
2000,PA,11,D
2000,PA,12,D
2000,PA,13,D
2000,PA,14,D
2000,PA,15,R
2000,PA,16,R
2000,PA,17,R
2000,PA,18,D
2000,PA,19,R
2000,PA,20,D
2000,PA,21,R
2000,RI,01,D
2000,RI,02,D
2000,SC,01,R
2000,SC,02,R
2000,SC,03,R
2000,SC,04,R
2000,SC,05,D
2000,SC,06,D
2000,SD,01,R
2000,TN,01,R
2000,TN,02,R
2000,TN,03,R
2000,TN,04,R
2000,TN,05,D
2000,TN,06,D
2000,TN,07,R
2000,TN,08,D
2000,TN,09,D
2000,TX,01,D
2000,TX,02,D
2000,TX,03,R
2000,TX,04,D
2000,TX,05,R
2000,TX,06,R
2000,TX,07,R
2000,TX,08,R
2000,TX,09,D
2000,TX,10,D
2000,TX,11,D
2000,TX,12,R
2000,TX,13,R
2000,TX,14,R
2000,TX,15,D
2000,TX,16,D
2000,TX,17,D
2000,TX,18,D
2000,TX,19,R
2000,TX,20,D
2000,TX,21,R
2000,TX,22,R
2000,TX,23,R
2000,TX,24,D
2000,TX,25,D
2000,TX,26,R
2000,TX,27,D
2000,TX,28,D
2000,TX,29,D
2000,TX,30,D
2000,UT,01,R
2000,UT,02,D
2000,UT,03,R
2000,VA,01,R
2000,VA,02,R
2000,VA,03,D
2000,VA,04,D
2000,VA,05,R
2000,VA,06,R
2000,VA,07,R
2000,VA,08,D
2000,VA,09,D
2000,VA,10,R
2000,VA,11,R
2000,VT,01,D
2000,WA,01,D
2000,WA,02,D
2000,WA,03,D
2000,WA,04,R
2000,WA,05,R
2000,WA,06,D
2000,WA,07,D
2000,WA,08,R
2000,WA,09,D
2000,WI,01,R
2000,WI,02,D
2000,WI,03,D
2000,WI,04,D
2000,WI,05,D
2000,WI,06,R
2000,WI,07,D
2000,WI,08,R
2000,WI,09,R
2000,WV,01,D
2000,WV,02,R
2000,WV,03,D
2000,WY,01,R
2002,AK,01,R
2002,AL,01,R
2002,AL,02,R
2002,AL,03,R
2002,AL,04,R
2002,AL,05,D
2002,AL,06,R
2002,AL,07,D
2002,AR,01,D
2002,AR,02,D
2002,AR,03,R
2002,AR,04,D
2002,AZ,01,R
2002,AZ,02,R
2002,AZ,03,R
2002,AZ,04,D
2002,AZ,05,R
2002,AZ,06,R
2002,AZ,07,D
2002,AZ,08,R
2002,CA,01,D
2002,CA,02,R
2002,CA,03,R
2002,CA,04,R
2002,CA,05,D
2002,CA,06,D
2002,CA,07,D
2002,CA,08,D
2002,CA,09,D
2002,CA,10,D
2002,CA,11,R
2002,CA,12,D
2002,CA,13,D
2002,CA,14,D
2002,CA,15,D
2002,CA,16,D
2002,CA,17,D
2002,CA,18,D
2002,CA,19,R
2002,CA,20,D
2002,CA,21,R
2002,CA,22,R
2002,CA,23,D
2002,CA,24,R
2002,CA,25,R
2002,CA,26,R
2002,CA,27,D
2002,CA,28,D
2002,CA,29,D
2002,CA,30,D
2002,CA,31,D
2002,CA,32,D
2002,CA,33,D
2002,CA,34,D
2002,CA,35,D
2002,CA,36,D
2002,CA,37,D
2002,CA,38,D
2002,CA,39,D
2002,CA,40,R
2002,CA,41,R
2002,CA,42,R
2002,CA,43,D
2002,CA,44,R
2002,CA,45,R
2002,CA,46,R
2002,CA,47,D
2002,CA,48,R
2002,CA,49,R
2002,CA,50,R
2002,CA,51,D
2002,CA,52,R
2002,CA,53,D
2002,CO,01,D
2002,CO,02,D
2002,CO,03,R
2002,CO,04,R
2002,CO,05,R
2002,CO,06,R
2002,CO,07,R
2002,CT,01,D
2002,CT,02,R
2002,CT,03,D
2002,CT,04,R
2002,CT,05,R
2002,DE,01,R
2002,FL,01,R
2002,FL,02,D
2002,FL,03,D
2002,FL,04,R
2002,FL,05,R
2002,FL,06,R
2002,FL,07,R
2002,FL,08,R
2002,FL,09,R
2002,FL,10,R
2002,FL,11,D
2002,FL,12,R
2002,FL,13,R
2002,FL,14,R
2002,FL,15,R
2002,FL,16,R
2002,FL,17,D
2002,FL,18,R
2002,FL,19,D
2002,FL,20,D
2002,FL,21,R
2002,FL,22,R
2002,FL,23,D
2002,FL,24,R
2002,FL,25,R
2002,GA,01,R
2002,GA,02,D
2002,GA,03,D
2002,GA,04,D
2002,GA,05,D
2002,GA,06,R
2002,GA,07,R
2002,GA,08,R
2002,GA,09,R
2002,GA,10,R
2002,GA,11,R
2002,GA,12,R
2002,GA,13,D
2002,HI,01,D
2002,HI,02,D
2002,IA,01,R
2002,IA,02,R
2002,IA,03,D
2002,IA,04,R
2002,IA,05,R
2002,ID,01,R
2002,ID,02,R
2002,IL,01,D
2002,IL,02,D
2002,IL,03,D
2002,IL,04,D
2002,IL,05,D
2002,IL,06,R
2002,IL,07,D
2002,IL,08,R
2002,IL,09,D
2002,IL,10,R
2002,IL,11,R
2002,IL,12,D
2002,IL,13,R
2002,IL,14,R
2002,IL,15,R
2002,IL,16,R
2002,IL,17,D
2002,IL,18,R
2002,IL,19,R
2002,IN,01,D
2002,IN,02,R
2002,IN,03,R
2002,IN,04,R
2002,IN,05,R
2002,IN,06,R
2002,IN,07,D
2002,IN,08,R
2002,IN,09,D
2002,KS,01,R
2002,KS,02,R
2002,KS,03,D
2002,KS,04,R
2002,KY,01,R
2002,KY,02,R
2002,KY,03,R
2002,KY,04,D
2002,KY,05,R
2002,KY,06,R
2002,LA,01,R
2002,LA,02,D
2002,LA,03,R
2002,LA,04,R
2002,LA,05,D
2002,LA,06,R
2002,LA,07,D
2002,MA,01,D
2002,MA,02,D
2002,MA,03,D
2002,MA,04,D
2002,MA,05,D
2002,MA,06,D
2002,MA,07,D
2002,MA,08,D
2002,MA,09,D
2002,MA,10,D
2002,MD,01,R
2002,MD,02,D
2002,MD,03,D
2002,MD,04,D
2002,MD,05,D
2002,MD,06,R
2002,MD,07,D
2002,MD,08,D
2002,ME,01,D
2002,ME,02,D
2002,MI,01,D
2002,MI,02,R
2002,MI,03,R
2002,MI,04,R
2002,MI,05,D
2002,MI,06,R
2002,MI,07,R
2002,MI,08,R
2002,MI,09,R
2002,MI,10,R
2002,MI,11,R
2002,MI,12,D
2002,MI,13,D
2002,MI,14,D
2002,MI,15,D
2002,MN,01,R
2002,MN,02,R
2002,MN,03,R
2002,MN,04,D
2002,MN,05,D
2002,MN,06,R
2002,MN,07,D
2002,MN,08,D
2002,MO,01,D
2002,MO,02,R
2002,MO,03,D
2002,MO,04,D
2002,MO,05,D
2002,MO,06,R
2002,MO,07,R
2002,MO,08,R
2002,MO,09,R
2002,MS,01,R
2002,MS,02,D
2002,MS,03,R
2002,MS,04,D
2002,MT,01,R
2002,NC,01,D
2002,NC,02,D
2002,NC,03,R
2002,NC,04,D
2002,NC,05,R
2002,NC,06,R
2002,NC,07,D
2002,NC,08,R
2002,NC,09,R
2002,NC,10,R
2002,NC,11,R
2002,NC,12,D
2002,NC,13,D
2002,ND,01,D
2002,NE,01,R
2002,NE,02,R
2002,NE,03,R
2002,NH,01,R
2002,NH,02,R
2002,NJ,01,D
2002,NJ,02,R
2002,NJ,03,R
2002,NJ,04,R
2002,NJ,05,R
2002,NJ,06,D
2002,NJ,07,R
2002,NJ,08,D
2002,NJ,09,D
2002,NJ,10,D
2002,NJ,11,R
2002,NJ,12,D
2002,NJ,13,D
2002,NM,01,R
2002,NM,02,R
2002,NM,03,D
2002,NV,01,D
2002,NV,02,R
2002,NV,03,R
2002,NY,01,D
2002,NY,02,D
2002,NY,03,R
2002,NY,04,D
2002,NY,05,D
2002,NY,06,D
2002,NY,07,D
2002,NY,08,D
2002,NY,09,D
2002,NY,10,D
2002,NY,11,D
2002,NY,12,D
2002,NY,13,R
2002,NY,14,D
2002,NY,15,D
2002,NY,16,D
2002,NY,17,D
2002,NY,18,D
2002,NY,19,R
2002,NY,20,R
2002,NY,21,D
2002,NY,22,D
2002,NY,23,R
2002,NY,24,R
2002,NY,25,R
2002,NY,26,R
2002,NY,27,R
2002,NY,28,D
2002,NY,29,R
2002,OH,01,R
2002,OH,02,R
2002,OH,03,R
2002,OH,04,R
2002,OH,05,R
2002,OH,06,D
2002,OH,07,R
2002,OH,08,R
2002,OH,09,D
2002,OH,10,D
2002,OH,11,D
2002,OH,12,R
2002,OH,13,D
2002,OH,14,R
2002,OH,15,R
2002,OH,16,R
2002,OH,17,D
2002,OH,18,R
2002,OK,01,R
2002,OK,02,D
2002,OK,03,R
2002,OK,04,R
2002,OK,05,R
2002,OR,01,D
2002,OR,02,R
2002,OR,03,D
2002,OR,04,D
2002,OR,05,D
2002,PA,01,D
2002,PA,02,D
2002,PA,03,R
2002,PA,04,R
2002,PA,05,R
2002,PA,06,R
2002,PA,07,R
2002,PA,08,R
2002,PA,09,R
2002,PA,10,R
2002,PA,11,D
2002,PA,12,D
2002,PA,13,D
2002,PA,14,D
2002,PA,15,R
2002,PA,16,R
2002,PA,17,D
2002,PA,18,R
2002,PA,19,R
2002,RI,01,D
2002,RI,02,D
2002,SC,01,R
2002,SC,02,R
2002,SC,03,R
2002,SC,04,R
2002,SC,05,D
2002,SC,06,D
2002,SD,01,R
2002,TN,01,R
2002,TN,02,R
2002,TN,03,R
2002,TN,04,D
2002,TN,05,D
2002,TN,06,D
2002,TN,07,R
2002,TN,08,D
2002,TN,09,D
2002,TX,01,D
2002,TX,02,D
2002,TX,03,R
2002,TX,04,D
2002,TX,05,R
2002,TX,06,R
2002,TX,07,R
2002,TX,08,R
2002,TX,09,D
2002,TX,10,D
2002,TX,11,D
2002,TX,12,R
2002,TX,13,R
2002,TX,14,R
2002,TX,15,D
2002,TX,16,D
2002,TX,17,D
2002,TX,18,D
2002,TX,19,R
2002,TX,20,D
2002,TX,21,R
2002,TX,22,R
2002,TX,23,R
2002,TX,24,D
2002,TX,25,D
2002,TX,26,R
2002,TX,27,D
2002,TX,28,D
2002,TX,29,D
2002,TX,30,D
2002,TX,31,R
2002,TX,32,R
2002,UT,01,R
2002,UT,02,D
2002,UT,03,R
2002,VA,01,R
2002,VA,02,R
2002,VA,03,D
2002,VA,04,R
2002,VA,05,R
2002,VA,06,R
2002,VA,07,R
2002,VA,08,D
2002,VA,09,D
2002,VA,10,R
2002,VA,11,R
2002,VT,01,D
2002,WA,01,D
2002,WA,02,D
2002,WA,03,D
2002,WA,04,R
2002,WA,05,R
2002,WA,06,D
2002,WA,07,D
2002,WA,08,R
2002,WA,09,D
2002,WI,01,R
2002,WI,02,D
2002,WI,03,D
2002,WI,04,D
2002,WI,05,R
2002,WI,06,R
2002,WI,07,D
2002,WI,08,R
2002,WV,01,D
2002,WV,02,R
2002,WV,03,D
2002,WY,01,R
2004,AK,01,R
2004,AL,01,R
2004,AL,02,R
2004,AL,03,R
2004,AL,04,R
2004,AL,05,D
2004,AL,06,R
2004,AL,07,D
2004,AR,01,D
2004,AR,02,D
2004,AR,03,R
2004,AR,04,D
2004,AZ,01,R
2004,AZ,02,R
2004,AZ,03,R
2004,AZ,04,D
2004,AZ,05,R
2004,AZ,06,R
2004,AZ,07,D
2004,AZ,08,R
2004,CA,01,D
2004,CA,02,R
2004,CA,03,R
2004,CA,04,R
2004,CA,05,D
2004,CA,06,D
2004,CA,07,D
2004,CA,08,D
2004,CA,09,D
2004,CA,10,D
2004,CA,11,R
2004,CA,12,D
2004,CA,13,D
2004,CA,14,D
2004,CA,15,D
2004,CA,16,D
2004,CA,17,D
2004,CA,18,D
2004,CA,19,R
2004,CA,20,D
2004,CA,21,R
2004,CA,22,R
2004,CA,23,D
2004,CA,24,R
2004,CA,25,R
2004,CA,26,R
2004,CA,27,D
2004,CA,28,D
2004,CA,29,D
2004,CA,30,D
2004,CA,31,D
2004,CA,32,D
2004,CA,33,D
2004,CA,34,D
2004,CA,35,D
2004,CA,36,D
2004,CA,37,D
2004,CA,38,D
2004,CA,39,D
2004,CA,40,R
2004,CA,41,R
2004,CA,42,R
2004,CA,43,D
2004,CA,44,R
2004,CA,45,R
2004,CA,46,R
2004,CA,47,D
2004,CA,48,R
2004,CA,49,R
2004,CA,50,R
2004,CA,51,D
2004,CA,52,R
2004,CA,53,D
2004,CO,01,D
2004,CO,02,D
2004,CO,03,D
2004,CO,04,R
2004,CO,05,R
2004,CO,06,R
2004,CO,07,R
2004,CT,01,D
2004,CT,02,R
2004,CT,03,D
2004,CT,04,R
2004,CT,05,R
2004,DE,01,R
2004,FL,01,R
2004,FL,02,D
2004,FL,03,D
2004,FL,04,R
2004,FL,05,R
2004,FL,06,R
2004,FL,07,R
2004,FL,08,R
2004,FL,09,R
2004,FL,10,R
2004,FL,11,D
2004,FL,12,R
2004,FL,13,R
2004,FL,14,R
2004,FL,15,R
2004,FL,16,R
2004,FL,17,D
2004,FL,18,R
2004,FL,19,D
2004,FL,20,D
2004,FL,21,R
2004,FL,22,R
2004,FL,23,D
2004,FL,24,R
2004,FL,25,R
2004,GA,01,R
2004,GA,02,D
2004,GA,03,D
2004,GA,04,D
2004,GA,05,D
2004,GA,06,R
2004,GA,07,R
2004,GA,08,R
2004,GA,09,R
2004,GA,10,R
2004,GA,11,R
2004,GA,12,D
2004,GA,13,D
2004,HI,01,D
2004,HI,02,D
2004,IA,01,R
2004,IA,02,R
2004,IA,03,D
2004,IA,04,R
2004,IA,05,R
2004,ID,01,R
2004,ID,02,R
2004,IL,01,D
2004,IL,02,D
2004,IL,03,D
2004,IL,04,D
2004,IL,05,D
2004,IL,06,R
2004,IL,07,D
2004,IL,08,D
2004,IL,09,D
2004,IL,10,R
2004,IL,11,R
2004,IL,12,D
2004,IL,13,R
2004,IL,14,R
2004,IL,15,R
2004,IL,16,R
2004,IL,17,D
2004,IL,18,R
2004,IL,19,R
2004,IN,01,D
2004,IN,02,R
2004,IN,03,R
2004,IN,04,R
2004,IN,05,R
2004,IN,06,R
2004,IN,07,D
2004,IN,08,R
2004,IN,09,R
2004,KS,01,R
2004,KS,02,R
2004,KS,03,D
2004,KS,04,R
2004,KY,01,R
2004,KY,02,R
2004,KY,03,R
2004,KY,04,R
2004,KY,05,R
2004,KY,06,D
2004,LA,01,R
2004,LA,02,D
